customer_profile_key,age,age_bracket,job,marital_status,education,has_credit_default,has_housing_loan,has_personal_loan
3916,44,36-45,admin.,married,university.degree,no,yes,yes
3917,45,36-45,services,single,high.school,no,yes,no
3918,25,18-25,management,single,university.degree,no,yes,no
3919,37,36-45,self-employed,married,professional.course,no,yes,yes
3920,36,36-45,services,married,basic.9y,unknown,yes,no
3921,42,36-45,technician,married,professional.course,no,no,yes
3922,31,26-35,blue-collar,married,basic.6y,no,no,no
3923,28,26-35,self-employed,married,professional.course,no,yes,no
3924,39,36-45,admin.,married,professional.course,no,yes,yes
3925,30,26-35,technician,divorced,basic.9y,no,yes,no
3926,39,36-45,blue-collar,married,basic.4y,no,yes,no
3927,56,56-65,technician,married,basic.4y,unknown,no,yes
3928,20,18-25,entrepreneur,single,high.school,no,no,yes
3929,53,46-55,technician,divorced,university.degree,no,yes,no
3930,40,36-45,blue-collar,single,basic.9y,no,no,yes
3931,50,46-55,housemaid,married,basic.9y,unknown,unknown,unknown
3932,30,26-35,services,married,basic.9y,no,yes,no
3933,41,36-45,services,divorced,basic.9y,no,yes,no
3934,36,36-45,admin.,single,university.degree,no,yes,no
3935,39,36-45,blue-collar,single,basic.4y,unknown,no,no
3936,33,26-35,blue-collar,married,basic.6y,no,yes,no
3937,43,36-45,housemaid,married,basic.4y,unknown,yes,yes
3938,28,26-35,admin.,married,basic.6y,no,no,no
3939,30,26-35,blue-collar,single,basic.9y,no,no,no
3940,30,26-35,blue-collar,married,unknown,no,no,no
3941,31,26-35,services,single,high.school,unknown,yes,no
3942,50,46-55,services,married,basic.4y,unknown,yes,no
3943,35,26-35,management,married,basic.9y,no,yes,yes
3944,25,18-25,entrepreneur,single,university.degree,no,yes,no
3945,27,26-35,technician,married,high.school,no,no,no
3946,48,46-55,entrepreneur,married,university.degree,no,no,no
3947,30,26-35,technician,single,high.school,no,no,no
3948,49,46-55,management,divorced,university.degree,no,no,no
3949,32,26-35,blue-collar,married,basic.9y,unknown,unknown,unknown
3950,36,36-45,management,single,university.degree,no,yes,no
3951,56,56-65,retired,married,basic.6y,no,yes,no
3952,38,36-45,admin.,married,professional.course,no,no,no
3953,25,18-25,unemployed,single,high.school,unknown,no,no
3954,27,26-35,admin.,single,unknown,no,yes,no
3955,57,56-65,housemaid,divorced,basic.4y,unknown,yes,no
3956,49,46-55,services,married,high.school,unknown,yes,no
3957,48,46-55,admin.,single,high.school,no,yes,no
3958,49,46-55,retired,married,basic.4y,no,no,no
3959,48,46-55,retired,married,basic.4y,no,no,no
3960,27,26-35,blue-collar,single,basic.4y,unknown,no,yes
3961,54,46-55,technician,married,professional.course,no,no,no
3962,31,26-35,technician,married,university.degree,no,no,yes
3963,45,36-45,technician,married,high.school,no,no,no
3964,30,26-35,services,single,basic.9y,no,no,no
3965,54,46-55,admin.,married,high.school,no,unknown,unknown
3966,44,36-45,technician,married,professional.course,unknown,yes,yes
3967,42,36-45,unemployed,single,basic.4y,unknown,yes,no
3968,55,46-55,admin.,married,basic.9y,no,no,no
3969,40,36-45,services,married,basic.6y,unknown,yes,no
3970,51,46-55,entrepreneur,married,basic.9y,no,no,yes
3971,41,36-45,admin.,married,basic.9y,unknown,no,no
3972,49,46-55,management,divorced,university.degree,unknown,no,yes
3973,46,46-55,housemaid,married,basic.4y,unknown,no,no
3974,29,26-35,services,married,high.school,unknown,no,no
3975,41,36-45,management,married,basic.6y,no,yes,no
3976,44,36-45,management,married,basic.9y,unknown,no,no
3977,32,26-35,technician,single,university.degree,no,yes,no
3978,42,36-45,technician,married,basic.9y,no,yes,no
3979,35,26-35,services,divorced,professional.course,no,yes,yes
3980,30,26-35,blue-collar,single,basic.9y,unknown,no,no
3981,55,46-55,retired,divorced,professional.course,no,no,yes
3982,29,26-35,blue-collar,single,professional.course,no,no,no
3983,53,46-55,technician,married,professional.course,unknown,no,no
3984,59,56-65,retired,divorced,basic.9y,unknown,no,yes
3985,43,36-45,technician,divorced,unknown,no,no,no
3986,31,26-35,admin.,divorced,university.degree,unknown,no,no
3987,27,26-35,blue-collar,married,basic.6y,unknown,no,no
3988,35,26-35,blue-collar,divorced,basic.4y,no,yes,yes
3989,24,18-25,services,married,high.school,no,yes,no
3990,50,46-55,technician,married,professional.course,unknown,yes,yes
3991,52,46-55,blue-collar,single,basic.4y,no,unknown,unknown
3992,27,26-35,management,single,university.degree,no,no,yes
3993,32,26-35,admin.,divorced,university.degree,no,no,no
3994,46,46-55,retired,married,basic.4y,no,no,no
3995,30,26-35,services,married,unknown,no,yes,yes
3996,31,26-35,services,single,high.school,unknown,no,no
3997,37,36-45,blue-collar,single,basic.9y,no,no,yes
3998,28,26-35,management,single,university.degree,no,no,no
3999,41,36-45,blue-collar,married,basic.6y,no,yes,no
4000,34,26-35,blue-collar,divorced,professional.course,no,unknown,unknown
4001,30,26-35,management,single,university.degree,no,no,yes
4002,38,36-45,housemaid,married,basic.6y,unknown,yes,yes
4003,53,46-55,entrepreneur,married,unknown,no,yes,no
4004,59,56-65,entrepreneur,married,basic.9y,no,yes,yes
4005,28,26-35,admin.,single,unknown,no,yes,no
4006,36,36-45,blue-collar,married,basic.4y,unknown,no,yes
4007,42,36-45,technician,single,basic.9y,no,yes,no
4008,49,46-55,housemaid,married,basic.4y,unknown,yes,no
4009,51,46-55,blue-collar,divorced,basic.4y,no,yes,no
4010,37,36-45,entrepreneur,married,high.school,no,yes,no
4011,28,26-35,admin.,single,university.degree,unknown,no,yes
4012,21,18-25,technician,single,professional.course,no,no,yes
4013,46,46-55,blue-collar,single,professional.course,no,no,no
4014,57,56-65,retired,married,basic.9y,unknown,no,no
4015,27,26-35,admin.,married,high.school,unknown,no,no
4016,52,46-55,admin.,married,high.school,no,no,no
4017,25,18-25,technician,single,professional.course,no,yes,no
4018,53,46-55,management,married,basic.4y,unknown,no,no
4019,33,26-35,admin.,divorced,university.degree,no,yes,no
4020,43,36-45,entrepreneur,married,university.degree,no,no,yes
4021,51,46-55,admin.,divorced,university.degree,no,unknown,unknown
4022,25,18-25,blue-collar,single,high.school,no,no,no
4023,40,36-45,blue-collar,married,basic.4y,no,yes,no
4024,36,36-45,entrepreneur,married,university.degree,no,no,no
4025,34,26-35,technician,married,basic.9y,no,no,no
4026,35,26-35,services,divorced,high.school,no,no,yes
4027,44,36-45,blue-collar,single,basic.4y,unknown,no,no
4028,37,36-45,unemployed,married,university.degree,unknown,unknown,unknown
4029,31,26-35,services,married,university.degree,unknown,yes,no
4030,41,36-45,blue-collar,married,basic.4y,no,no,yes
4031,50,46-55,management,married,university.degree,no,no,yes
4032,26,26-35,blue-collar,single,basic.9y,unknown,yes,no
4033,43,36-45,blue-collar,single,unknown,unknown,no,no
4034,28,26-35,self-employed,married,professional.course,no,yes,yes
4035,46,46-55,admin.,divorced,high.school,no,yes,yes
4036,50,46-55,technician,married,professional.course,unknown,no,no
4037,52,46-55,blue-collar,married,professional.course,no,no,yes
4038,35,26-35,blue-collar,single,professional.course,no,no,yes
4039,60,56-65,retired,divorced,basic.4y,unknown,no,no
4040,35,26-35,technician,single,professional.course,unknown,no,no
4041,37,36-45,management,single,high.school,no,no,no
4042,48,46-55,entrepreneur,married,high.school,unknown,yes,no
4043,29,26-35,blue-collar,married,professional.course,no,no,no
4044,27,26-35,technician,married,professional.course,no,no,no
4045,33,26-35,blue-collar,divorced,basic.9y,no,yes,no
4046,41,36-45,self-employed,single,university.degree,no,yes,yes
4047,39,36-45,admin.,married,university.degree,no,unknown,unknown
4048,43,36-45,admin.,single,high.school,no,no,yes
4049,35,26-35,blue-collar,married,high.school,no,no,no
4050,40,36-45,technician,married,professional.course,no,no,yes
4051,47,46-55,admin.,married,high.school,no,yes,no
4052,51,46-55,blue-collar,married,basic.9y,unknown,no,yes
4053,60,56-65,retired,divorced,high.school,unknown,yes,no
4054,52,46-55,entrepreneur,married,basic.9y,unknown,no,no
4055,27,26-35,admin.,married,university.degree,no,no,no
4056,44,36-45,technician,single,professional.course,no,yes,no
4057,32,26-35,unemployed,single,high.school,no,no,no
4058,24,18-25,blue-collar,single,basic.9y,unknown,no,no
4059,29,26-35,blue-collar,married,basic.4y,unknown,yes,yes
4060,40,36-45,admin.,married,basic.9y,no,no,yes
4061,43,36-45,unemployed,married,high.school,no,yes,no
4062,25,18-25,blue-collar,single,basic.6y,unknown,no,yes
4063,29,26-35,admin.,married,basic.6y,no,no,yes
4064,33,26-35,technician,married,university.degree,unknown,no,yes
4065,48,46-55,entrepreneur,divorced,basic.4y,no,no,no
4066,46,46-55,retired,married,university.degree,no,no,no
4067,56,56-65,management,divorced,university.degree,no,yes,no
4068,36,36-45,admin.,single,high.school,no,yes,no
4069,52,46-55,retired,married,basic.4y,no,yes,no
4070,33,26-35,admin.,married,professional.course,no,yes,yes
4071,42,36-45,admin.,single,basic.9y,unknown,no,no
4072,54,46-55,management,married,university.degree,no,yes,no
4073,55,46-55,admin.,married,basic.9y,unknown,no,yes
4074,35,26-35,housemaid,married,basic.4y,unknown,no,yes
4075,47,46-55,blue-collar,single,basic.9y,no,yes,no
4076,26,26-35,blue-collar,married,basic.9y,unknown,yes,no
4077,36,36-45,blue-collar,single,basic.6y,unknown,yes,no
4078,34,26-35,student,single,basic.4y,unknown,no,no
4079,51,46-55,technician,married,unknown,no,yes,no
4080,33,26-35,services,married,basic.6y,no,yes,no
4081,47,46-55,self-employed,married,university.degree,no,yes,no
4082,45,36-45,blue-collar,married,illiterate,unknown,no,no
4083,46,46-55,admin.,married,professional.course,no,yes,no
4084,40,36-45,technician,married,basic.9y,unknown,yes,no
4085,33,26-35,blue-collar,married,basic.9y,unknown,no,no
4086,53,46-55,entrepreneur,divorced,unknown,no,no,no
4087,31,26-35,blue-collar,single,high.school,no,unknown,unknown
4088,28,26-35,entrepreneur,married,basic.9y,unknown,no,no
4089,37,36-45,technician,married,professional.course,no,no,yes
4090,34,26-35,self-employed,married,professional.course,no,no,no
4091,58,56-65,technician,married,professional.course,no,yes,no
4092,28,26-35,entrepreneur,married,basic.9y,unknown,yes,no
4093,38,36-45,services,single,basic.9y,no,yes,no
4094,34,26-35,management,single,basic.9y,no,yes,no
4095,45,36-45,admin.,married,basic.9y,no,yes,yes
4096,30,26-35,blue-collar,single,basic.9y,unknown,yes,no
4097,38,36-45,technician,married,basic.9y,no,no,no
4098,44,36-45,blue-collar,single,basic.9y,no,no,no
4099,46,46-55,admin.,divorced,basic.9y,no,yes,no
4100,43,36-45,unemployed,married,university.degree,unknown,no,no
4101,56,56-65,retired,divorced,basic.4y,unknown,yes,no
4102,59,56-65,entrepreneur,married,university.degree,unknown,no,no
4103,53,46-55,unemployed,married,unknown,unknown,no,no
4104,33,26-35,services,married,university.degree,no,unknown,unknown
4105,45,36-45,unknown,married,unknown,no,no,no
4106,25,18-25,student,single,high.school,no,unknown,unknown
4107,33,26-35,management,single,university.degree,no,unknown,unknown
4108,56,56-65,blue-collar,married,basic.4y,unknown,unknown,unknown
4109,32,26-35,services,married,professional.course,no,no,no
4110,47,46-55,admin.,single,university.degree,unknown,yes,yes
4111,43,36-45,management,single,basic.4y,no,yes,no
4112,37,36-45,unemployed,married,professional.course,unknown,no,no
4113,45,36-45,unknown,married,unknown,unknown,yes,no
4114,32,26-35,management,single,university.degree,no,unknown,unknown
4115,42,36-45,management,married,university.degree,unknown,no,no
4116,59,56-65,retired,divorced,basic.4y,unknown,yes,no
4117,52,46-55,admin.,married,basic.6y,no,yes,no
4118,52,46-55,technician,single,professional.course,unknown,no,no
4119,30,26-35,services,divorced,basic.9y,no,no,no
4120,38,36-45,services,married,high.school,unknown,no,yes
4121,38,36-45,self-employed,married,unknown,no,yes,no
4122,52,46-55,services,divorced,high.school,no,yes,no
4123,34,26-35,unemployed,single,university.degree,no,yes,yes
4124,35,26-35,services,married,basic.6y,no,yes,no
4125,29,26-35,entrepreneur,divorced,basic.9y,no,yes,no
4126,39,36-45,entrepreneur,single,basic.6y,no,yes,no
4127,40,36-45,management,single,university.degree,no,no,no
4128,28,26-35,technician,divorced,professional.course,unknown,yes,no
4129,41,36-45,services,married,university.degree,no,no,no
4130,57,56-65,services,married,high.school,unknown,yes,no
4131,56,56-65,admin.,divorced,basic.9y,unknown,yes,no
4132,28,26-35,technician,divorced,high.school,no,yes,no
4133,41,36-45,services,married,university.degree,no,yes,yes
4134,26,26-35,admin.,married,high.school,no,yes,no
4135,42,36-45,services,married,basic.6y,no,yes,no
4136,35,26-35,technician,single,university.degree,no,no,no
4137,45,36-45,technician,divorced,professional.course,no,no,no
4138,47,46-55,admin.,single,unknown,unknown,no,no
4139,52,46-55,services,married,basic.9y,unknown,no,no
4140,28,26-35,blue-collar,married,basic.4y,no,no,no
4141,38,36-45,management,married,high.school,unknown,no,no
4142,39,36-45,blue-collar,married,high.school,unknown,yes,no
4143,35,26-35,blue-collar,married,basic.9y,unknown,yes,no
4144,37,36-45,unemployed,married,university.degree,unknown,no,no
4145,45,36-45,technician,married,professional.course,no,no,no
4146,46,46-55,blue-collar,married,basic.4y,unknown,unknown,unknown
4147,46,46-55,self-employed,divorced,university.degree,no,yes,yes
4148,39,36-45,admin.,single,university.degree,no,no,yes
4149,40,36-45,technician,married,basic.4y,no,yes,no
4150,34,26-35,services,divorced,professional.course,unknown,yes,no
4151,36,36-45,unemployed,divorced,professional.course,no,yes,no
4152,50,46-55,services,divorced,basic.4y,unknown,yes,yes
4153,59,56-65,entrepreneur,married,basic.9y,no,no,no
4154,59,56-65,blue-collar,married,basic.9y,unknown,yes,no
4155,51,46-55,admin.,married,high.school,no,yes,no
4156,30,26-35,blue-collar,single,basic.4y,unknown,yes,yes
4157,35,26-35,technician,single,basic.6y,no,unknown,unknown
4158,59,56-65,admin.,married,university.degree,no,yes,yes
4159,56,56-65,blue-collar,married,basic.4y,no,yes,no
4160,41,36-45,housemaid,married,university.degree,no,no,no
4161,43,36-45,admin.,married,basic.9y,no,no,no
4162,31,26-35,housemaid,married,high.school,no,no,no
4163,60,56-65,admin.,single,high.school,no,yes,no
4164,29,26-35,self-employed,married,university.degree,no,no,no
4165,54,46-55,retired,married,basic.9y,no,yes,no
4166,31,26-35,admin.,married,basic.9y,no,no,no
4167,51,46-55,services,single,high.school,unknown,yes,no
4168,37,36-45,technician,single,high.school,unknown,yes,no
4169,36,36-45,admin.,married,university.degree,no,no,yes
4170,35,26-35,entrepreneur,married,university.degree,unknown,yes,yes
4171,34,26-35,services,divorced,basic.9y,no,yes,yes
4172,49,46-55,blue-collar,married,unknown,unknown,no,no
4173,42,36-45,self-employed,married,basic.6y,no,yes,yes
4174,55,46-55,technician,married,professional.course,no,yes,no
4175,40,36-45,technician,single,university.degree,unknown,no,yes
4176,31,26-35,blue-collar,married,basic.9y,unknown,no,no
4177,50,46-55,technician,divorced,basic.9y,no,no,yes
4178,46,46-55,management,married,university.degree,unknown,yes,no
4179,30,26-35,blue-collar,married,university.degree,no,no,no
4180,54,46-55,technician,married,university.degree,unknown,no,no
4181,45,36-45,self-employed,divorced,university.degree,no,yes,no
4182,49,46-55,housemaid,married,professional.course,no,no,no
4183,39,36-45,blue-collar,divorced,unknown,unknown,no,yes
4184,36,36-45,management,married,university.degree,unknown,yes,no
4185,48,46-55,housemaid,divorced,basic.4y,unknown,yes,yes
4186,51,46-55,blue-collar,married,basic.6y,unknown,yes,yes
4187,54,46-55,retired,married,basic.4y,no,no,no
4188,49,46-55,admin.,single,unknown,unknown,yes,no
4189,41,36-45,blue-collar,married,basic.9y,unknown,unknown,unknown
4190,49,46-55,management,married,basic.4y,no,yes,no
4191,41,36-45,admin.,single,university.degree,unknown,yes,no
4192,55,46-55,housemaid,single,basic.9y,no,no,no
4193,49,46-55,admin.,married,basic.6y,unknown,no,yes
4194,39,36-45,services,married,basic.4y,no,no,no
4195,25,18-25,admin.,married,university.degree,no,yes,no
4196,38,36-45,services,single,high.school,no,yes,no
4197,35,26-35,technician,single,university.degree,unknown,yes,no
4198,56,56-65,technician,married,professional.course,unknown,yes,no
4199,50,46-55,admin.,married,basic.9y,no,no,no
4200,37,36-45,blue-collar,divorced,basic.9y,unknown,yes,no
4201,44,36-45,blue-collar,divorced,basic.6y,unknown,yes,no
4202,34,26-35,student,single,basic.4y,unknown,yes,no
4203,38,36-45,admin.,single,basic.9y,no,no,yes
4204,52,46-55,unemployed,married,high.school,unknown,no,no
4205,40,36-45,technician,married,high.school,no,no,no
4206,43,36-45,technician,married,university.degree,unknown,no,no
4207,46,46-55,entrepreneur,married,professional.course,unknown,yes,no
4208,46,46-55,admin.,married,unknown,unknown,yes,no
4209,28,26-35,technician,married,high.school,no,yes,no
